3 0 3 .HCCKLGH.JKLGAAJ.MG....M..IEEEFFI...
4 1 3 .HCC.LGH.JKLGAAJKMG....M..IEEEFFI... K99
4 1 3 .HCC.LGH.J.LGAAJKMG...KM..IEEEFFI... K98
4 1 3 GHCCKLGH.JKLGAAJ.M.....M..IEEEFFI... G99
4 1 3 .HCCKL.H.JKLGAAJ.MG....MG.IEEEFFI... G99
4 1 3 .HCCKLGH..KLGAAJ.MG..J.M..IEEEFFI... J99
4 1 3 .HCCKLGH.JKLGAAJ.MG.I..M..IEEEFF.... I99
5 2 3 .H.CCLGH.JKLGAAJKMG....M..IEEEFFI... C99 K99
5 2 3 .HCCKLGH.JKLGAAJ.MG....M..IEEEFFI... K98 K99
5 2 3 GHCC.LGH.JKLGAAJKM.....M..IEEEFFI... G99 K99
5 2 3 .HCC.L.H.JKLGAAJKMG....MG.IEEEFFI... G99 K99
5 2 3 .HCC.LGH..KLGAAJKMG..J.M..IEEEFFI... J99 K99
5 2 3 .HCC.LGH.JKLGAAJKMG.I..M..IEEEFF.... I99 K99
5 2 3 .H.CCLGH.J.LGAAJKMG...KM..IEEEFFI... C99 K98
5 2 3 GHCC.LGH.J.LGAAJKM....KM..IEEEFFI... G99 K98
5 2 3 .HCC.L.H.J.LGAAJKMG...KMG.IEEEFFI... G99 K98
5 2 3 .HCC.LGH...LGAAJKMG..JKM..IEEEFFI... J99 K98
5 2 3 .HCC.LGH.J.LGAAJKMG.I.KM..IEEEFF.... I99 K98
5 2 3 GHCCKLGH..KLGAAJ.M...J.M..IEEEFFI... J99 G99
5 2 3 GHCCKLGH.JKLGAAJ.M..I..M..IEEEFF.... I99 G99
5 2 3 .HCCKL.H..KLGAAJ.MG..J.MG.IEEEFFI... J99 G99
5 2 3 .HCCKL.H.JKLGAAJ.MG.I..MG.IEEEFF.... I99 G99
5 2 3 .HCCKLGH..KLGAAJ.MG.IJ.M..IEEEFF.... I99 J99
5 2 3 .HCCKLGH.JKLGAAJ.MG.I..M..IEEE.FF... F99 I99
5 2 3 .HCCKLGH.JKLGAAJ.MG.I..M..IEEE..FF.. F98 I99
5 2 3 .HCCKLGH.JKLGAAJ.MG.I..M..IEEE...FF. F97 I99
5 2 3 .HCCKLGH.JKLGAAJ.MG.I..M..IEEE....FF F96 I99
6 3 3 GH.CCLGH.JKLGAAJKM.....M..IEEEFFI... G99 C99 K99
6 3 3 .H.CCL.H.JKLGAAJKMG....MG.IEEEFFI... G99 C99 K99
6 3 3 .H.CCLGH..KLGAAJKMG..J.M..IEEEFFI... J99 C99 K99
6 3 3 .H.CCLGH.JKLGAAJKMG.I..M..IEEEFF.... I99 C99 K99
6 3 3 GHCC.LGH..KLGAAJKM...J.M..IEEEFFI... J99 G99 K99
6 3 3 GHCC.LGH.JKLGAAJKM..I..M..IEEEFF.... I99 G99 K99
6 3 3 .HCC.L.H..KLGAAJKMG..J.MG.IEEEFFI... J99 G99 K99
6 3 3 .HCC.L.H.JKLGAAJKMG.I..MG.IEEEFF.... I99 G99 K99
6 3 3 .HCC.LGH..KLGAAJKMG.IJ.M..IEEEFF.... I99 J99 K99
6 3 3 .HCC.LGH.JKLGAAJKMG.I..M..IEEE.FF... F99 I99 K99
6 3 3 .HCC.LGH.JKLGAAJKMG.I..M..IEEE..FF.. F98 I99 K99
6 3 3 .HCC.LGH.JKLGAAJKMG.I..M..IEEE...FF. F97 I99 K99
6 3 3 .HCC.LGH.JKLGAAJKMG.I..M..IEEE....FF F96 I99 K99
6 3 3 GH.CCLGH.J.LGAAJKM....KM..IEEEFFI... G99 C99 K98
6 3 3 .H.CCL.H.J.LGAAJKMG...KMG.IEEEFFI... G99 C99 K98
6 3 3 .H.CCLGH...LGAAJKMG..JKM..IEEEFFI... J99 C99 K98
6 3 3 .H.CCLGH.J.LGAAJKMG.I.KM..IEEEFF.... I99 C99 K98
6 3 3 GHCC.LGH...LGAAJKM...JKM..IEEEFFI... J99 G99 K98
6 3 3 GHCC.LGH.J.LGAAJKM..I.KM..IEEEFF.... I99 G99 K98
6 3 3 .HCC.L.H...LGAAJKMG..JKMG.IEEEFFI... J99 G99 K98
6 3 3 .HCC.L.H.J.LGAAJKMG.I.KMG.IEEEFF.... I99 G99 K98
6 3 3 .HCC.LGH...LGAAJKMG.IJKM..IEEEFF.... I99 J99 K98
6 3 3 .HCC.LGH.J.LGAAJKMG.I.KM..IEEE.FF... F99 I99 K98
6 3 3 .HCC.LGH.J.LGAAJKMG.I.KM..IEEE..FF.. F98 I99 K98
6 3 3 .HCC.LGH.J.LGAAJKMG.I.KM..IEEE...FF. F97 I99 K98
6 3 3 .HCC.LGH.J.LGAAJKMG.I.KM..IEEE....FF F96 I99 K98
6 3 3 GHCCKLGH..KLGAAJ.M..IJ.M..IEEEFF.... I99 J99 G99
6 3 3 GHCCKLGH.JKLGAAJ.M..I..M..IEEE.FF... F99 I99 G99
6 3 3 GHCCKLGH.JKLGAAJ.M..I..M..IEEE..FF.. F98 I99 G99
6 3 3 GHCCKLGH.JKLGAAJ.M..I..M..IEEE...FF. F97 I99 G99
6 3 3 GHCCKLGH.JKLGAAJ.M..I..M..IEEE....FF F96 I99 G99
6 3 3 .HCCKL.H..KLGAAJ.MG.IJ.MG.IEEEFF.... I99 J99 G99
6 3 3 .HCCKL.H.JKLGAAJ.MG.I..MG.IEEE.FF... F99 I99 G99
6 3 3 .HCCKL.H.JKLGAAJ.MG.I..MG.IEEE..FF.. F98 I99 G99
6 3 3 .HCCKL.H.JKLGAAJ.MG.I..MG.IEEE...FF. F97 I99 G99
6 3 3 .HCCKL.H.JKLGAAJ.MG.I..MG.IEEE....FF F96 I99 G99
6 3 3 .HCCKLGH..KLGAAJ.MG.IJ.M..IEEE.FF... F99 I99 J99
6 3 3 .HCCKLGH..KLGAAJ.MG.IJ.M..IEEE..FF.. F98 I99 J99
6 3 3 .HCCKLGH..KLGAAJ.MG.IJ.M..IEEE...FF. F97 I99 J99
6 3 3 .HCCKLGH..KLGAAJ.MG.IJ.M..IEEE....FF F96 I99 J99
6 3 3 .HCCKL.H.JKL.AAJ.MG.I..MG.IEEEGFF... G98 F99 I99
6 3 3 .HCCKL.H.JKL.AAJ.MG.I..MG.IEEEG.FF.. G98 F98 I99
6 3 3 .HCCKL.H.JKL.AAJ.MG.I..MG.IEEEG..FF. G98 F97 I99
6 3 3 .HCCKLGH.JKLGAAJ.MG....M..IEEE..IFF. I98 F97 I99
6 3 3 .HCCKL.H.JKL.AAJ.MG.I..MG.IEEEG...FF G98 F96 I99
6 3 3 .HCCKLGH.JKLGAAJ.MG....M..IEEE..I.FF I98 F96 I99
13 9 4 .HCC.L.H..KLAAIJK.G.IJ.MGEEE.MG..FF. M99 E98 I98 A99 G98 F97 I99 J99 K99
13 9 4 .HCC.L.H..KLAAIJK.G.IJ..GEEE.MG..FFM M98 E98 I98 A99 G98 F97 I99 J99 K99
13 9 4 .HCC.L.HI.KLAAIJK.G..J.MG.EEEMG..FF. M99 E99 I97 A99 G98 F97 I99 J99 K99
13 9 4 .HCC.L.HI.KLAAIJK.G..J..G.EEEMG..FFM M98 E99 I97 A99 G98 F97 I99 J99 K99
13 9 4 .HCC.L.HI.KLAAIJK.G..J.MGEEE.MG..FF. M99 E98 I97 A99 G98 F97 I99 J99 K99
13 9 4 .HCC.L.HI.KLAAIJK.G..J..GEEE.MG..FFM M98 E98 I97 A99 G98 F97 I99 J99 K99
13 9 4 .HCC.L.H..KLAAIJK.G.IJ.MG.EEEMG...FF M99 E99 I98 A99 G98 F96 I99 J99 K99
13 9 4 .HCC.L.H..KLAAIJK.G.IJ.MGEEE.MG...FF M99 E98 I98 A99 G98 F96 I99 J99 K99
13 9 4 .HCC.L.HI.KLAAIJK.G..J.MG.EEEMG...FF M99 E99 I97 A99 G98 F96 I99 J99 K99
13 9 4 .HCC.L.HI.KLAAIJK.G..J.MGEEE.MG...FF M99 E98 I97 A99 G98 F96 I99 J99 K99
13 9 4 .H.CCL.H.J.LAAIJK.G.I.KMG.EEEMGFF... M99 E99 I98 A99 G98 F99 I99 C99 K98
13 9 4 .H.CCL.H.J.LAAIJK.G.I.K.G.EEEMGFF..M M98 E99 I98 A99 G98 F99 I99 C99 K98
13 9 4 .H.CCL.H.J.LAAIJK.G.I.KMGEEE.MGFF... M99 E98 I98 A99 G98 F99 I99 C99 K98
13 9 4 .H.CCL.H.J.LAAIJK.G.I.K.GEEE.MGFF..M M98 E98 I98 A99 G98 F99 I99 C99 K98
13 9 4 .H.CCL.HIJ.LAAIJK.G...KMG.EEEMGFF... M99 E99 I97 A99 G98 F99 I99 C99 K98
13 9 4 .H.CCL.HIJ.LAAIJK.G...K.G.EEEMGFF..M M98 E99 I97 A99 G98 F99 I99 C99 K98
13 9 4 .H.CCL.HIJ.LAAIJK.G...KMGEEE.MGFF... M99 E98 I97 A99 G98 F99 I99 C99 K98
13 9 4 .H.CCL.HIJ.LAAIJK.G...K.GEEE.MGFF..M M98 E98 I97 A99 G98 F99 I99 C99 K98
13 9 4 .HICCL.HIJ.LAA.JK.G...KMG.EEEMGFF... M99 E99 I96 A99 G98 F99 I99 C99 K98
13 9 4 .HICCL.HIJ.LAA.JK.G...K.G.EEEMGFF..M M98 E99 I96 A99 G98 F99 I99 C99 K98
13 9 4 .HICCL.HIJ.LAA.JK.G...KMGEEE.MGFF... M99 E98 I96 A99 G98 F99 I99 C99 K98
13 9 4 .HICCL.HIJ.LAA.JK.G...K.GEEE.MGFF..M M98 E98 I96 A99 G98 F99 I99 C99 K98
13 9 4 .H.CCL.H.J.LAAIJK.G.I.KMG.EEEMG.FF.. M99 E99 I98 A99 G98 F98 I99 C99 K98
13 9 4 .H.CCL.H.J.LAAIJK.G.I.K.G.EEEMG.FF.M M98 E99 I98 A99 G98 F98 I99 C99 K98
13 9 4 .H.CCL.H.J.LAAIJK.G.I.KMGEEE.MG.FF.. M99 E98 I98 A99 G98 F98 I99 C99 K98
13 9 4 .H.CCL.H.J.LAAIJK.G.I.K.GEEE.MG.FF.M M98 E98 I98 A99 G98 F98 I99 C99 K98
13 9 4 .H.CCL.HIJ.LAAIJK.G...KMG.EEEMG.FF.. M99 E99 I97 A99 G98 F98 I99 C99 K98
13 9 4 .H.CCL.HIJ.LAAIJK.G...K.G.EEEMG.FF.M M98 E99 I97 A99 G98 F98 I99 C99 K98
13 9 4 .H.CCL.HIJ.LAAIJK.G...KMGEEE.MG.FF.. M99 E98 I97 A99 G98 F98 I99 C99 K98
13 9 4 .H.CCL.HIJ.LAAIJK.G...K.GEEE.MG.FF.M M98 E98 I97 A99 G98 F98 I99 C99 K98
13 9 4 .HICCL.HIJ.LAA.JK.G...KMG.EEEMG.FF.. M99 E99 I96 A99 G98 F98 I99 C99 K98
13 9 4 .HICCL.HIJ.LAA.JK.G...K.G.EEEMG.FF.M M98 E99 I96 A99 G98 F98 I99 C99 K98
13 9 4 .HICCL.HIJ.LAA.JK.G...KMGEEE.MG.FF.. M99 E98 I96 A99 G98 F98 I99 C99 K98
13 9 4 .HICCL.HIJ.LAA.JK.G...K.GEEE.MG.FF.M M98 E98 I96 A99 G98 F98 I99 C99 K98
13 9 4 .H.CCL.H.J.LAAIJK.G.I.KMG.EEEMG..FF. M99 E99 I98 A99 G98 F97 I99 C99 K98
13 9 4 .H.CCL.H.J.LAAIJK.G.I.K.G.EEEMG..FFM M98 E99 I98 A99 G98 F97 I99 C99 K98
13 9 4 .H.CCL.H.J.LAAIJK.G.I.KMGEEE.MG..FF. M99 E98 I98 A99 G98 F97 I99 C99 K98
13 9 4 .H.CCL.H.J.LAAIJK.G.I.K.GEEE.MG..FFM M98 E98 I98 A99 G98 F97 I99 C99 K98
13 9 4 .H.CCL.HIJ.LAAIJK.G...KMG.EEEMG..FF. M99 E99 I97 A99 G98 F97 I99 C99 K98
13 9 4 .H.CCL.HIJ.LAAIJK.G...K.G.EEEMG..FFM M98 E99 I97 A99 G98 F97 I99 C99 K98
13 9 4 .H.CCL.HIJ.LAAIJK.G...KMGEEE.MG..FF. M99 E98 I97 A99 G98 F97 I99 C99 K98
13 9 4 .H.CCL.HIJ.LAAIJK.G...K.GEEE.MG..FFM M98 E98 I97 A99 G98 F97 I99 C99 K98
13 9 4 .HICCL.HIJ.LAA.JK.G...KMG.EEEMG..FF. M99 E99 I96 A99 G98 F97 I99 C99 K98
13 9 4 .HICCL.HIJ.LAA.JK.G...K.G.EEEMG..FFM M98 E99 I96 A99 G98 F97 I99 C99 K98
13 9 4 .HICCL.HIJ.LAA.JK.G...KMGEEE.MG..FF. M99 E98 I96 A99 G98 F97 I99 C99 K98
13 9 4 .HICCL.HIJ.LAA.JK.G...K.GEEE.MG..FFM M98 E98 I96 A99 G98 F97 I99 C99 K98
13 9 4 .H.CCL.H.J.LAAIJK.G.I.KMG.EEEMG...FF M99 E99 I98 A99 G98 F96 I99 C99 K98
13 9 4 .H.CCL.H.J.LAAIJK.G.I.KMGEEE.MG...FF M99 E98 I98 A99 G98 F96 I99 C99 K98
13 9 4 .H.CCL.HIJ.LAAIJK.G...KMG.EEEMG...FF M99 E99 I97 A99 G98 F96 I99 C99 K98
13 9 4 .H.CCL.HIJ.LAAIJK.G...KMGEEE.MG...FF M99 E98 I97 A99 G98 F96 I99 C99 K98
13 9 4 .HICCL.HIJ.LAA.JK.G...KMG.EEEMG...FF M99 E99 I96 A99 G98 F96 I99 C99 K98
13 9 4 .HICCL.HIJ.LAA.JK.G...KMGEEE.MG...FF M99 E98 I96 A99 G98 F96 I99 C99 K98
13 9 4 .HCC.L.H...LAAIJK.G.IJKMG.EEEMGFF... M99 E99 I98 A99 G98 F99 I99 J99 K98
13 9 4 .HCC.L.H...LAAIJK.G.IJK.G.EEEMGFF..M M98 E99 I98 A99 G98 F99 I99 J99 K98
13 9 4 .HCC.L.H...LAAIJK.G.IJKMGEEE.MGFF... M99 E98 I98 A99 G98 F99 I99 J99 K98
13 9 4 .HCC.L.H...LAAIJK.G.IJK.GEEE.MGFF..M M98 E98 I98 A99 G98 F99 I99 J99 K98
13 9 4 .HCC.L.HI..LAAIJK.G..JKMG.EEEMGFF... M99 E99 I97 A99 G98 F99 I99 J99 K98
13 9 4 .HCC.L.HI..LAAIJK.G..JK.G.EEEMGFF..M M98 E99 I97 A99 G98 F99 I99 J99 K98
13 9 4 .HCC.L.HI..LAAIJK.G..JKMGEEE.MGFF... M99 E98 I97 A99 G98 F99 I99 J99 K98
13 9 4 .HCC.L.HI..LAAIJK.G..JK.GEEE.MGFF..M M98 E98 I97 A99 G98 F99 I99 J99 K98
13 9 4 .HCC.L.H...LAAIJK.G.IJKMG.EEEMG.FF.. M99 E99 I98 A99 G98 F98 I99 J99 K98
13 9 4 .HCC.L.H...LAAIJK.G.IJK.G.EEEMG.FF.M M98 E99 I98 A99 G98 F98 I99 J99 K98
13 9 4 .HCC.L.H...LAAIJK.G.IJKMGEEE.MG.FF.. M99 E98 I98 A99 G98 F98 I99 J99 K98
13 9 4 .HCC.L.H...LAAIJK.G.IJK.GEEE.MG.FF.M M98 E98 I98 A99 G98 F98 I99 J99 K98
13 9 4 .HCC.L.HI..LAAIJK.G..JKMG.EEEMG.FF.. M99 E99 I97 A99 G98 F98 I99 J99 K98
13 9 4 .HCC.L.HI..LAAIJK.G..JK.G.EEEMG.FF.M M98 E99 I97 A99 G98 F98 I99 J99 K98
13 9 4 .HCC.L.HI..LAAIJK.G..JKMGEEE.MG.FF.. M99 E98 I97 A99 G98 F98 I99 J99 K98
13 9 4 .HCC.L.HI..LAAIJK.G..JK.GEEE.MG.FF.M M98 E98 I97 A99 G98 F98 I99 J99 K98
13 9 4 .HCC.L.H...LAAIJK.G.IJKMG.EEEMG..FF. M99 E99 I98 A99 G98 F97 I99 J99 K98
13 9 4 .HCC.L.H...LAAIJK.G.IJK.G.EEEMG..FFM M98 E99 I98 A99 G98 F97 I99 J99 K98
13 9 4 .HCC.L.H...LAAIJK.G.IJKMGEEE.MG..FF. M99 E98 I98 A99 G98 F97 I99 J99 K98
13 9 4 .HCC.L.H...LAAIJK.G.IJK.GEEE.MG..FFM M98 E98 I98 A99 G98 F97 I99 J99 K98
13 9 4 .HCC.L.HI..LAAIJK.G..JKMG.EEEMG..FF. M99 E99 I97 A99 G98 F97 I99 J99 K98
13 9 4 .HCC.L.HI..LAAIJK.G..JK.G.EEEMG..FFM M98 E99 I97 A99 G98 F97 I99 J99 K98
13 9 4 .HCC.L.HI..LAAIJK.G..JKMGEEE.MG..FF. M99 E98 I97 A99 G98 F97 I99 J99 K98
13 9 4 .HCC.L.HI..LAAIJK.G..JK.GEEE.MG..FFM M98 E98 I97 A99 G98 F97 I99 J99 K98
13 9 4 .HCC.L.H...LAAIJK.G.IJKMG.EEEMG...FF M99 E99 I98 A99 G98 F96 I99 J99 K98
13 9 4 .HCC.L.H...LAAIJK.G.IJKMGEEE.MG...FF M99 E98 I98 A99 G98 F96 I99 J99 K98
13 9 4 .HCC.L.HI..LAAIJK.G..JKMG.EEEMG...FF M99 E99 I97 A99 G98 F96 I99 J99 K98
13 9 4 .HCC.L.HI..LAAIJK.G..JKMGEEE.MG...FF M99 E98 I97 A99 G98 F96 I99 J99 K98
13 9 4 .HCC...H.JKLAAIJKLG.I..MG.EEEMGFF... L99 M99 E99 I98 A99 G98 F99 I99 K99
13 9 4 .HCC...H.JKLAAIJKLG.I...G.EEEMGFF..M L99 M98 E99 I98 A99 G98 F99 I99 K99
13 9 4 .HCC...H.JK.AAIJKLG.I..LG.EEEMGFF..M L98 M98 E99 I98 A99 G98 F99 I99 K99
13 9 4 .HCC...H.JKLAAIJKLG.I..MGEEE.MGFF... L99 M99 E98 I98 A99 G98 F99 I99 K99
13 9 4 .HCC...H.JKLAAIJKLG.I...GEEE.MGFF..M L99 M98 E98 I98 A99 G98 F99 I99 K99
13 9 4 .HCC...H.JK.AAIJKLG.I..LGEEE.MGFF..M L98 M98 E98 I98 A99 G98 F99 I99 K99
13 9 4 .HCC...HIJKLAAIJKLG....MG.EEEMGFF... L99 M99 E99 I97 A99 G98 F99 I99 K99
13 9 4 .HCC...HIJKLAAIJKLG.....G.EEEMGFF..M L99 M98 E99 I97 A99 G98 F99 I99 K99
13 9 4 .HCC...HIJK.AAIJKLG....LG.EEEMGFF..M L98 M98 E99 I97 A99 G98 F99 I99 K99
13 9 4 .HCC...HIJKLAAIJKLG....MGEEE.MGFF... L99 M99 E98 I97 A99 G98 F99 I99 K99
13 9 4 .HCC...HIJKLAAIJKLG.....GEEE.MGFF..M L99 M98 E98 I97 A99 G98 F99 I99 K99
13 9 4 .HCC...HIJK.AAIJKLG....LGEEE.MGFF..M L98 M98 E98 I97 A99 G98 F99 I99 K99
13 9 4 .HCC...H.JKLAAIJKLG.I..MG.EEEMG.FF.. L99 M99 E99 I98 A99 G98 F98 I99 K99
13 9 4 .HCC...H.JKLAAIJKLG.I...G.EEEMG.FF.M L99 M98 E99 I98 A99 G98 F98 I99 K99
13 9 4 .HCC...H.JK.AAIJKLG.I..LG.EEEMG.FF.M L98 M98 E99 I98 A99 G98 F98 I99 K99
13 9 4 .HCC...H.JKLAAIJKLG.I..MGEEE.MG.FF.. L99 M99 E98 I98 A99 G98 F98 I99 K99
13 9 4 .HCC...H.JKLAAIJKLG.I...GEEE.MG.FF.M L99 M98 E98 I98 A99 G98 F98 I99 K99
13 9 4 .HCC...H.JK.AAIJKLG.I..LGEEE.MG.FF.M L98 M98 E98 I98 A99 G98 F98 I99 K99
13 9 4 .HCC...HIJKLAAIJKLG....MG.EEEMG.FF.. L99 M99 E99 I97 A99 G98 F98 I99 K99
13 9 4 .HCC...HIJKLAAIJKLG.....G.EEEMG.FF.M L99 M98 E99 I97 A99 G98 F98 I99 K99
13 9 4 .HCC...HIJK.AAIJKLG....LG.EEEMG.FF.M L98 M98 E99 I97 A99 G98 F98 I99 K99
13 9 4 .HCC...HIJKLAAIJKLG....MGEEE.MG.FF.. L99 M99 E98 I97 A99 G98 F98 I99 K99
13 9 4 .HCC...HIJKLAAIJKLG.....GEEE.MG.FF.M L99 M98 E98 I97 A99 G98 F98 I99 K99
13 9 4 .HCC...HIJK.AAIJKLG....LGEEE.MG.FF.M L98 M98 E98 I97 A99 G98 F98 I99 K99
13 9 4 .HCC...H.JKLAAIJKLG.I..MG.EEEMG..FF. L99 M99 E99 I98 A99 G98 F97 I99 K99
13 9 4 .HCC...H.JKLAAIJKLG.I...G.EEEMG..FFM L99 M98 E99 I98 A99 G98 F97 I99 K99
13 9 4 .HCC...H.JK.AAIJKLG.I..LG.EEEMG..FFM L98 M98 E99 I98 A99 G98 F97 I99 K99
13 9 4 .HCC...H.JKLAAIJKLG.I..MGEEE.MG..FF. L99 M99 E98 I98 A99 G98 F97 I99 K99
13 9 4 .HCC...H.JKLAAIJKLG.I...GEEE.MG..FFM L99 M98 E98 I98 A99 G98 F97 I99 K99
13 9 4 .HCC...H.JK.AAIJKLG.I..LGEEE.MG..FFM L98 M98 E98 I98 A99 G98 F97 I99 K99
13 9 4 .HCC...HIJKLAAIJKLG....MG.EEEMG..FF. L99 M99 E99 I97 A99 G98 F97 I99 K99
13 9 4 .HCC...HIJKLAAIJKLG.....G.EEEMG..FFM L99 M98 E99 I97 A99 G98 F97 I99 K99
13 9 4 .HCC...HIJK.AAIJKLG....LG.EEEMG..FFM L98 M98 E99 I97 A99 G98 F97 I99 K99
13 9 4 .HCC...HIJKLAAIJKLG....MGEEE.MG..FF. L99 M99 E98 I97 A99 G98 F97 I99 K99
13 9 4 .HCC...HIJKLAAIJKLG.....GEEE.MG..FFM L99 M98 E98 I97 A99 G98 F97 I99 K99
13 9 4 .HCC...HIJK.AAIJKLG....LGEEE.MG..FFM L98 M98 E98 I97 A99 G98 F97 I99 K99
13 9 4 .HCC...H.JKLAAIJKLG.I..MG.EEEMG...FF L99 M99 E99 I98 A99 G98 F96 I99 K99
13 9 4 .HCC...H.JKLAAIJKLG.I..MGEEE.MG...FF L99 M99 E98 I98 A99 G98 F96 I99 K99
13 9 4 .HCC...HIJKLAAIJKLG....MG.EEEMG...FF L99 M99 E99 I97 A99 G98 F96 I99 K99
13 9 4 .HCC...HIJKLAAIJKLG....MGEEE.MG...FF L99 M99 E98 I97 A99 G98 F96 I99 K99
13 9 4 .HCC...H.J.LAAIJKLG.I.KMG.EEEMGFF... L99 M99 E99 I98 A99 G98 F99 I99 K98
13 9 4 .HCC...H.J.LAAIJKLG.I.K.G.EEEMGFF..M L99 M98 E99 I98 A99 G98 F99 I99 K98
13 9 4 .HCC...H.J..AAIJKLG.I.KLG.EEEMGFF..M L98 M98 E99 I98 A99 G98 F99 I99 K98
13 9 4 .HCC...H.J.LAAIJKLG.I.KMGEEE.MGFF... L99 M99 E98 I98 A99 G98 F99 I99 K98
13 9 4 .HCC...H.J.LAAIJKLG.I.K.GEEE.MGFF..M L99 M98 E98 I98 A99 G98 F99 I99 K98
13 9 4 .HCC...H.J..AAIJKLG.I.KLGEEE.MGFF..M L98 M98 E98 I98 A99 G98 F99 I99 K98
13 9 4 .HCC...HIJ.LAAIJKLG...KMG.EEEMGFF... L99 M99 E99 I97 A99 G98 F99 I99 K98
13 9 4 .HCC...HIJ.LAAIJKLG...K.G.EEEMGFF..M L99 M98 E99 I97 A99 G98 F99 I99 K98
13 9 4 .HCC...HIJ..AAIJKLG...KLG.EEEMGFF..M L98 M98 E99 I97 A99 G98 F99 I99 K98
13 9 4 .HCC...HIJ.LAAIJKLG...KMGEEE.MGFF... L99 M99 E98 I97 A99 G98 F99 I99 K98
13 9 4 .HCC...HIJ.LAAIJKLG...K.GEEE.MGFF..M L99 M98 E98 I97 A99 G98 F99 I99 K98
13 9 4 .HCC...HIJ..AAIJKLG...KLGEEE.MGFF..M L98 M98 E98 I97 A99 G98 F99 I99 K98
13 9 4 .HCC...H.J.LAAIJKLG.I.KMG.EEEMG.FF.. L99 M99 E99 I98 A99 G98 F98 I99 K98
13 9 4 .HCC...H.J.LAAIJKLG.I.K.G.EEEMG.FF.M L99 M98 E99 I98 A99 G98 F98 I99 K98
13 9 4 .HCC...H.J..AAIJKLG.I.KLG.EEEMG.FF.M L98 M98 E99 I98 A99 G98 F98 I99 K98
13 9 4 .HCC...H.J.LAAIJKLG.I.KMGEEE.MG.FF.. L99 M99 E98 I98 A99 G98 F98 I99 K98
13 9 4 .HCC...H.J.LAAIJKLG.I.K.GEEE.MG.FF.M L99 M98 E98 I98 A99 G98 F98 I99 K98
13 9 4 .HCC...H.J..AAIJKLG.I.KLGEEE.MG.FF.M L98 M98 E98 I98 A99 G98 F98 I99 K98
13 9 4 .HCC...HIJ.LAAIJKLG...KMG.EEEMG.FF.. L99 M99 E99 I97 A99 G98 F98 I99 K98
13 9 4 .HCC...HIJ.LAAIJKLG...K.G.EEEMG.FF.M L99 M98 E99 I97 A99 G98 F98 I99 K98
13 9 4 .HCC...HIJ..AAIJKLG...KLG.EEEMG.FF.M L98 M98 E99 I97 A99 G98 F98 I99 K98
13 9 4 .HCC...HIJ.LAAIJKLG...KMGEEE.MG.FF.. L99 M99 E98 I97 A99 G98 F98 I99 K98
13 9 4 .HCC...HIJ.LAAIJKLG...K.GEEE.MG.FF.M L99 M98 E98 I97 A99 G98 F98 I99 K98
13 9 4 .HCC...HIJ..AAIJKLG...KLGEEE.MG.FF.M L98 M98 E98 I97 A99 G98 F98 I99 K98
13 9 4 .HCC...H.J.LAAIJKLG.I.KMG.EEEMG..FF. L99 M99 E99 I98 A99 G98 F97 I99 K98
13 9 4 .HCC...H.J.LAAIJKLG.I.K.G.EEEMG..FFM L99 M98 E99 I98 A99 G98 F97 I99 K98
13 9 4 .HCC...H.J..AAIJKLG.I.KLG.EEEMG..FFM L98 M98 E99 I98 A99 G98 F97 I99 K98
13 9 4 .HCC...H.J.LAAIJKLG.I.KMGEEE.MG..FF. L99 M99 E98 I98 A99 G98 F97 I99 K98
13 9 4 .HCC...H.J.LAAIJKLG.I.K.GEEE.MG..FFM L99 M98 E98 I98 A99 G98 F97 I99 K98
13 9 4 .HCC...H.J..AAIJKLG.I.KLGEEE.MG..FFM L98 M98 E98 I98 A99 G98 F97 I99 K98
13 9 4 .HCC...HIJ.LAAIJKLG...KMG.EEEMG..FF. L99 M99 E99 I97 A99 G98 F97 I99 K98
13 9 4 .HCC...HIJ.LAAIJKLG...K.G.EEEMG..FFM L99 M98 E99 I97 A99 G98 F97 I99 K98
13 9 4 .HCC...HIJ..AAIJKLG...KLG.EEEMG..FFM L98 M98 E99 I97 A99 G98 F97 I99 K98
13 9 4 .HCC...HIJ.LAAIJKLG...KMGEEE.MG..FF. L99 M99 E98 I97 A99 G98 F97 I99 K98
13 9 4 .HCC...HIJ.LAAIJKLG...K.GEEE.MG..FFM L99 M98 E98 I97 A99 G98 F97 I99 K98
13 9 4 .HCC...HIJ..AAIJKLG...KLGEEE.MG..FFM L98 M98 E98 I97 A99 G98 F97 I99 K98
13 9 4 .HCC...H.J.LAAIJKLG.I.KMG.EEEMG...FF L99 M99 E99 I98 A99 G98 F96 I99 K98
13 9 4 .HCC...H.J.LAAIJKLG.I.KMGEEE.MG...FF L99 M99 E98 I98 A99 G98 F96 I99 K98
13 9 4 .HCC...HIJ.LAAIJKLG...KMG.EEEMG...FF L99 M99 E99 I97 A99 G98 F96 I99 K98
13 9 4 .HCC...HIJ.LAAIJKLG...KMGEEE.MG...FF L99 M99 E98 I97 A99 G98 F96 I99 K98
13 9 4 .HCCK..H..KLAAIJ.LG.IJ.MG.EEEMGFF... L99 M99 E99 I98 A99 G98 F99 I99 J99
13 9 4 .HCCK..H..KLAAIJ.LG.IJ..G.EEEMGFF..M L99 M98 E99 I98 A99 G98 F99 I99 J99
